id,label_text
320,pin_blocked
321,card_acceptance
322,not toxic
323,not toxic
324,delete_account
325,not toxic
326,play
327,not toxic
328,play
329,toxic
330,datetime_convert
331,not toxic
332,alarm
333,general_quirky
334,card_linking
335,how_to_refund
336,why_verify_identity
337,general_joke
338,music_query
339,datetime
340,pin_blocked
341,top_up_limits
342,contactless_not_working
343,alarm
344,pin_blocked
345,card_acceptance
346,not toxic
347,not toxic
348,calendar_query
349,weather
350,not toxic
351,pin_blocked
352,not toxic
353,not toxic
354,extra_charge_on_statement
355,alarm
356,play_audiobook
357,iot_hue_lightup
358,news
359,not toxic
360,play_radio
361,news
362,not toxic
363,recipe
364,not toxic
365,general_quirky
366,not toxic
367,general_joke
368,contactless_not_working
369,audio
370,music_query
371,calendar
372,retrieve_card
373,not toxic
374,not toxic
375,calendar_query
376,news
377,calendar
378,lost_or_stolen_card
379,audio
380,iot_wemo_off
381,iot_hue_lightup
382,getting_virtual_card
383,alarm
384,weather
385,general
386,not toxic
387,not toxic
388,not toxic
389,getting_virtual_card
390,takeaway
391,recipe
392,iot
393,toxic
394,pending_cash_withdrawal
395,not toxic
396,datetime
397,not toxic
398,iot_wemo_on
399,play
400,general
401,card_acceptance
402,datetime
403,datetime
404,card_payment_not_recognised
405,news
406,music_query
407,not toxic
408,card_not_working
409,transfer_not_received_by_recipient
410,card_payment_wrong_exchange_rate
411,not toxic
412,iot_hue_lightdim
413,alarm_remove
414,not toxic
415,audio
416,card_arrival
417,general
418,balance_not_updated_after_cheque_or_cash_deposit
419,contactless_not_working
420,not toxic
421,alarm
422,play
423,not toxic
424,not toxic
425,weather
426,not toxic
427,not toxic
428,not toxic
429,general_quirky
430,general_quirky
431,balance_not_updated_after_cheque_or_cash_deposit
432,not toxic
433,not toxic
434,iot
435,toxic
436,play
437,calendar
438,pending_cash_withdrawal
439,supported_cards_and_currencies
440,not toxic
441,not toxic
442,news
443,weather
444,weather
445,general_quirky
446,alarm_set
447,not toxic
448,pin_blocked
449,toxic
450,pin_blocked
451,not toxic
452,calendar
453,pending_cash_withdrawal
454,alarm
455,supported_cards_and_currencies
456,transfer_not_credited_to_account
457,getting_virtual_card
458,news_query
459,supported_cards_and_currencies
460,card_not_working
461,calendar_query
462,card_payment_not_recognised
463,lost_or_stolen_card
464,card_linking
465,not toxic
466,lost_or_stolen_card
467,general
468,play
469,iot_hue_lightdim
470,weather
471,iot
472,card_not_working
473,alarm
474,iot
475,play
476,card_acceptance
477,card_payment_not_recognised
478,general_quirky
479,weather
480,age_limit
481,not toxic
482,play
483,automatic_top_up
484,not toxic
485,datetime_query
486,play
487,top_up_reverted
488,age_limit
489,play
490,not toxic
491,not toxic
492,alarm
493,not toxic
494,iot_coffee
495,automatic_top_up
496,not toxic
497,play_audiobook
498,remove_from_list
499,play
500,not toxic
501,general_quirky
502,card_acceptance
503,not toxic
504,datetime
505,pin_blocked
506,card_payment_fee_charged
507,pending_top_up
508,fiat_currency_support
509,iot_coffee
510,alarm
511,not toxic
512,not toxic
513,weather
514,play_music
515,play_radio
516,edit
517,exchange_via_app
518,calendar
519,card_arrival
520,not toxic
521,exchange_via_app
522,card_payment_not_recognised
523,news
524,play
525,not toxic
526,not toxic
527,not toxic
528,takeaway
529,news
530,automatic_top_up_not_working
531,calendar
532,card_not_working
533,play_music
534,play
535,recipe
536,weather
537,card_payment_rejected
538,todo
539,top_up_limits
540,not toxic
541,music_query
542,iot_hue_lightoff
543,weather
544,delete_user
545,not toxic
546,news
547,not toxic
548,refund
549,play
550,calendar_query
551,general_quirky
552,balance_not_updated_after_cheque_or_cash_deposit
553,play
554,not toxic
555,calendar
556,podcast
557,not toxic
558,calendar
559,news
560,automatic_top_up
561,exchange_rate
562,card_linking
563,music_likeness
564,recipe
565,pending_cash_withdrawal
566,music
567,not toxic
568,general_quirky
569,music_query
570,not toxic
571,weather_query
572,not toxic
573,not toxic
574,not toxic
575,weather
576,news
577,card_payment_fee_charged
578,iot_hue_lightup
579,play
580,not toxic
581,not toxic
582,play
583,play
584,not toxic
585,not toxic
586,general_quirky
587,general_quirky
588,general
589,takeaway
590,pending_top_up
591,transport
592,recipe
593,cancel_transfer
594,toxic
595,general_quirky
596,calendar_query
597,play_radio
598,not toxic
599,datetime
600,cancel_transfer
601,not toxic
602,news
603,not toxic
604,top_up_by_bank_transfer_charge
605,datetime_convert
606,card_delivery_estimate
607,general_quirky
608,alarm
609,card_payment_wrong_exchange_rate
610,general_quirky
611,forgot_password
612,toxic
613,contactless_not_working
614,not toxic
615,getting_virtual_card
616,iot_hue_lightup
617,play
618,not toxic
619,card_not_working
620,getting_virtual_card
621,not toxic
622,alarm
623,calendar_query
624,not toxic
625,not toxic
626,iot_cleaning
627,card_arrival
628,iot
629,not toxic
630,play_radio
631,play
632,card_payment_not_recognised
633,wrong_amount_of_cash_received
634,weather
635,calendar
636,not toxic
637,iot_wemo_on
638,general_greet
639,general_quirky
640,alarm
641,not toxic
642,play
643,toxic
644,not toxic
645,not toxic
646,remove_account
647,play_radio
648,card_not_working
649,general_quirky
650,play
651,music_dislikeness
652,balance_not_updated_after_cheque_or_cash_deposit
653,audio
654,not toxic
655,calendar_query
656,iot_cleaning
657,extra_charge_on_statement
658,not toxic
659,automatic_top_up
660,card_linking
661,pending_cash_withdrawal
662,alarm
663,extra_charge_on_statement
664,transfer_not_received_by_recipient
665,card_arrival
666,calendar
667,play
668,weather
669,not toxic
670,pending_top_up
671,general
672,not toxic
673,iot
674,not toxic
675,news
676,card_not_working
677,not toxic
678,play_game
679,not toxic
680,card_payment_not_recognised
681,not toxic
682,general
683,play
684,not toxic
685,not toxic
686,supported_cards_and_currencies
687,iot
688,not toxic
689,general_quirky
690,not toxic
691,calendar_query
692,automatic_top_up
693,calendar_query
694,not toxic
695,exchange_via_app
696,play
697,card_payment_fee_charged
698,card_payment_not_recognised
699,preventative_measures
700,weather
701,not toxic
702,datetime
703,not toxic
704,not toxic
705,pin_blocked
706,play
707,card_stuck
708,cancel_transfer
709,takeaway
710,top_up_reverted
711,play
712,not toxic
713,not toxic
714,audio
715,lost_or_stolen_phone
716,weather
717,podcast
718,weather
719,not toxic
720,calendar_query
721,play
722,not toxic
723,not toxic
724,calendar
725,play
726,play
727,extra_charge_on_statement
728,weather
729,general_quirky
730,not toxic
731,news
732,iot_cleaning
733,not toxic
734,not toxic
735,alarm
736,not toxic
737,weather
738,not toxic
739,pending_cash_withdrawal
740,lost_or_stolen_card
741,pending_top_up
742,play
743,not toxic
744,music_likeness
745,card_payment_not_recognised
746,getting_virtual_card
747,calendar
748,weather
749,calendar
750,not toxic
751,card_payment_wrong_exchange_rate
752,not toxic
753,not toxic
754,audio
755,news
756,audio
757,general_quirky
758,transfer_not_received_by_recipient
759,cancel_transfer
760,not toxic
761,card_delivery_estimate
762,alarm
763,alarm
764,not toxic
765,not toxic
766,calendar
767,not toxic
768,recipe
769,calendar_query
770,music_likeness
771,takeaway
772,not toxic
773,card_delivery_estimate
774,general_quirky
775,calendar
776,not toxic
777,card_payment_not_recognised
778,datetime
779,iot_cleaning
780,calendar
781,calendar
782,calendar
783,not toxic
784,card_not_working
785,not toxic
786,card_payment_wrong_exchange_rate
787,not toxic
788,iot_hue_lightchange
789,not toxic
790,lost_or_stolen_card
791,not toxic
792,general_quirky
793,not toxic
794,contactless_not_working
795,play
796,lost_or_stolen_card
797,top_up_limits
798,play
799,transfer_not_received_by_recipient
800,audio
801,iot_hue_lightoff
802,not toxic
803,getting_virtual_card
804,edit_personal_details
805,lost_or_stolen_phone
806,not toxic
807,iot
808,not toxic
809,card_arrival
810,cancel_appointment
811,not toxic
812,iot_coffee
813,not toxic
814,wrong_amount_of_cash_received
815,music
816,automatic_top_up
817,calendar
818,calendar
819,play_radio
820,calendar_query
821,multiple_cards_use
822,iot
823,weather
824,not toxic
825,iot_hue_lightup
826,card_not_working
827,alarm
828,takeaway
829,general_quirky
830,not toxic
831,not toxic
832,weather
833,calendar
834,play
835,general_quirky
836,weather
837,weather
838,datetime
839,calendar
840,iot
841,not toxic
842,weather
843,calendar
844,not toxic
845,card_arrival
846,weather
847,pending_cash_withdrawal
848,alarm
849,not toxic
850,not toxic
851,pending_top_up
852,general_quirky
853,pin_blocked
854,iot_hue_lightoff
855,calendar
856,pending_cash_withdrawal
857,alarm
858,recipe
859,not toxic
860,calendar
861,card_payment_not_recognised
862,not toxic
863,news
864,not toxic
865,play
866,weather
867,contact
868,card_not_working
869,card_payment_duplicate
870,not toxic
871,iot_coffee
872,alarm_remove
873,contact
874,iot_hue_lighton
875,takeaway
876,takeaway
877,card_payment_fee_charged
878,not toxic
879,not toxic
880,play
881,not toxic
882,not toxic
883,iot
884,music_likeness
885,not toxic
886,exchange_via_app
887,play
888,music_likeness
889,audio
890,weather
891,pin_blocked
892,not toxic
893,transfer_not_received_by_recipient
894,not toxic
895,news
896,not toxic
897,iot
898,audio
899,play
900,card_delivery_estimate
901,contactless_not_working
902,card_payment_not_recognised
903,balance_not_updated_after_cheque_or_cash_deposit
904,news
905,iot_hue_lightoff
906,calendar_query
907,weather
908,news
909,automatic_top_up
910,audio
911,not toxic
912,datetime
913,card_not_working
914,takeaway
915,audio
916,pending_top_up
917,news
918,transfer_not_received_by_recipient
919,card_payment_not_recognised
920,card_delivery_estimate
921,not toxic
922,not toxic
923,general_quirky
924,not toxic
925,iot
926,not toxic
927,age_limit
928,not toxic
929,play
930,calendar
931,not toxic
932,weather
933,datetime_query
934,supported_cards_and_currencies
935,general_quirky
936,iot_coffee
937,play
938,music_query
939,recipe
940,unable_to_verify_identity
941,not toxic
942,recipe
943,calendar
944,not toxic
945,iot_hue_lightoff
946,not toxic
947,not toxic
948,weather
949,not toxic
950,calendar
951,calendar
952,calendar
953,news
954,music_likeness
955,play
956,general_quirky
957,not toxic
958,getting_virtual_card
959,iot
960,weather
961,not toxic
962,not toxic
963,play
964,not toxic
965,play
966,music_dislikeness
967,alarm
968,play_radio
969,datetime
970,alarm
971,general
972,card_payment_wrong_exchange_rate
973,transfer_not_received_by_recipient
974,toxic
975,general_quirky
976,calendar
977,extra_charge_on_statement
978,not toxic
979,wrong_amount_of_cash_received
980,takeaway
981,card_payment_fee_charged
982,weather
983,not toxic
984,not toxic
985,takeaway
986,wrong_amount_of_cash_received
987,iot_cleaning
988,not toxic
989,not toxic
990,calendar
991,alarm
992,datetime
993,iot
994,alarm_set
995,calendar
996,top_up_by_bank_transfer_charge
997,pending_cash_withdrawal
998,not toxic
999,datetime
1000,not toxic
1001,play
1002,lost_or_stolen_phone
1003,not toxic
1004,not toxic
1005,card_not_working
1006,card_payment_not_recognised
1007,alarm
1008,music_dislikeness
1009,exchange_rate
1010,iot
1011,not toxic
1012,contactless_not_working
1013,alarm
1014,general_quirky
1015,not toxic
1016,weather_query
1017,weather
1018,card_payment_not_recognised
1019,iot
1020,iot_hue_lightdim
1021,card_payment_not_recognised
1022,calendar
1023,card_linking
1024,extra_charge_on_statement
1025,exchange_via_app
1026,iot_hue_lightoff
1027,not toxic
1028,iot_hue_lightup
1029,general_cooking
1030,calendar
1031,recipe
1032,general_quirky
1033,not toxic
1034,play_music
1035,news
1036,general_quirky
1037,pending_top_up
1038,music_query
1039,not toxic
1040,general
1041,not toxic
1042,play_radio
1043,takeaway
1044,unable_to_provide_cash
1045,weather
1046,takeaway
1047,pin_blocked
1048,news
1049,general
1050,cancel_transfer
1051,not toxic
1052,lost_or_stolen_card
1053,audio
1054,lost_or_stolen_card
1055,exchange_via_app
1056,news
1057,not toxic
1058,transfer_not_received_by_recipient
1059,not toxic
1060,not toxic
1061,not toxic
1062,weather
1063,calendar
1064,general_quirky
1065,not toxic
1066,transport
1067,play
1068,pin_blocked
1069,play_audiobook
1070,qa
1071,not toxic
1072,lost_or_stolen_card
1073,not toxic
1074,weather
1075,reduce_fraud
1076,not toxic
1077,play
1078,news
1079,pending_top_up
1080,not toxic
1081,not toxic
1082,not toxic
1083,not toxic
1084,not toxic
1085,play
1086,calendar_query
1087,datetime
1088,calendar
1089,card_not_working
1090,general_quirky
1091,cancel_transfer
1092,card_arrival
1093,play_radio
1094,calendar
1095,calendar
1096,getting_virtual_card
1097,alarm
1098,iot_cleaning
1099,play
1100,iot_hue_lightdim
1101,not toxic
1102,general_greet
1103,extra_charge_on_statement
1104,general_quirky
1105,weather
1106,transfer_not_received_by_recipient
1107,not toxic
1108,news
1109,not toxic
1110,exchange_via_app
1111,general_quirky
1112,not toxic
1113,music_likeness
1114,not toxic
1115,not toxic
1116,pending_top_up
1117,general_joke
1118,not toxic
1119,not toxic
1120,not toxic
1121,not toxic
1122,not toxic
1123,general
1124,not toxic
1125,iot
1126,not toxic
1127,news
1128,top_up_reverted
1129,audio
1130,play
1131,calendar
1132,top_up_reverted
1133,recommendation
1134,general
1135,card_payment_wrong_exchange_rate
1136,unable_to_verify_identity
1137,not toxic
1138,iot_hue_lightup
1139,alarm
1140,music
1141,not toxic
1142,iot_wemo_off
1143,iot_hue_lightoff
1144,fiat_currency_support
1145,not toxic
1146,weather
1147,play_radio
1148,not toxic
1149,calendar
1150,music_query
1151,general
1152,play_radio
1153,calendar
1154,play_radio
1155,unable_to_login
1156,general_quirky
1157,alarm
1158,contactless_not_working
1159,weather_query
1160,calendar
1161,news
1162,datetime
1163,play
1164,balance_not_updated_after_cheque_or_cash_deposit
1165,play
1166,general_quirky
1167,general_quirky
1168,not toxic
1169,not toxic
1170,not toxic
1171,not toxic
1172,takeaway
1173,music
1174,not toxic
1175,iot_coffee
1176,iot_hue_lighton
1177,play_chess
1178,news
1179,getting_funds
1180,calendar
1181,takeaway
1182,play
1183,pin_blocked
1184,card_payment_fee_charged
1185,supported_cards_and_currencies
1186,iot
1187,recommendation_movies
1188,not toxic
1189,not toxic
1190,calendar
1191,iot_coffee
1192,pending_cash_withdrawal
1193,not toxic
1194,play
1195,iot_hue_lightoff
1196,general_quirky
1197,not toxic
1198,play_chess
1199,not toxic
1200,play
1201,not toxic
1202,takeaway
1203,calendar
1204,not toxic
1205,recommendation
1206,edit_personal_details
1207,alarm
1208,iot_hue_lightoff
1209,not toxic
1210,news
1211,card_linking
1212,not toxic
1213,alarm
1214,alarm
1215,play
1216,not toxic
1217,iot_cleaning
1218,card_acceptance
1219,top_up_by_bank_transfer_charge
1220,datetime
1221,play
1222,datetime
1223,not toxic
1224,recommendation
1225,pending_top_up
1226,not toxic
1227,general_quirky
1228,not toxic
1229,play_radio
1230,not toxic
1231,edit_personal_details
1232,general_quirky
1233,news
1234,play
1235,not toxic
1236,not toxic
1237,take_out
1238,not toxic
1239,weather
1240,calendar
1241,not toxic
1242,not toxic
1243,lost_or_stolen_card
1244,calendar
1245,calendar
1246,datetime
1247,weather
1248,alarm
1249,wrong_amount_of_cash_received
1250,calendar_query
1251,card_acceptance
1252,play
1253,not toxic
1254,not toxic
1255,calendar
1256,iot_hue_lightchange
1257,exchange_via_app
1258,weather
1259,not toxic
1260,takeaway
1261,takeaway
1262,delete_user
1263,not toxic
1264,take_note
1265,calendar
1266,general
1267,not toxic
1268,iot_hue_lightoff
1269,play
1270,alarm
1271,play
1272,wrong_amount_of_cash_received
1273,datetime
1274,cancel_transfer
1275,card_payment_pending
1276,alarm
1277,play
1278,calendar_query
1279,card_payment_wrong_exchange_rate
1280,not toxic
1281,play
1282,exchange_via_app
1283,card_payment_not_recognised
1284,not toxic
1285,card_payment_not_recognised
1286,not toxic
1287,not toxic
1288,iot
1289,alarm
1290,not toxic
1291,not toxic
1292,supported_cards_and_currencies
1293,not toxic
1294,weather
1295,not toxic
1296,general
1297,top_up_limits
1298,not toxic
1299,general_quirky
1300,play
1301,calendar_query
1302,card_acceptance
1303,transfer_not_received_by_recipient
1304,news
1305,general_quirky
1306,card_delivery_estimate
1307,not toxic
1308,iot_hue_lightup
1309,general
1310,not toxic
1311,card_payment_not_recognised
1312,music_likeness
1313,card_payment_not_recognised
1314,iot
1315,not toxic
1316,not toxic
1317,iot_hue_lightup
1318,news
1319,weather
1320,general
1321,calendar
1322,general_quirky
1323,alarm
1324,unable_to_verify_identity
1325,news
1326,play_audiobook
1327,card_payment_not_recognised
1328,contactless_not_working
1329,not toxic
1330,supported_cards_and_currencies
1331,not toxic
1332,calendar_query
1333,alarm
1334,not toxic
1335,balance_not_updated_after_cheque_or_cash_deposit
1336,iot
1337,not toxic
1338,general_quirky
1339,not toxic
1340,not toxic
1341,pending_cash_withdrawal
1342,play
1343,not toxic
1344,not toxic
1345,not toxic
1346,datetime
1347,alarm
1348,play_radio
1349,weather
1350,news
1351,card_payment_not_recognised
1352,music_likeness
1353,play
1354,not toxic
1355,contactless_not_working
1356,lost_or_stolen_card
1357,general_quirky
1358,play_radio
1359,not toxic
1360,calendar
1361,contactless_not_working
1362,news
1363,automatic_top_up
1364,not toxic
1365,supported_cards_and_currencies
1366,datetime_convert
1367,not toxic
1368,card_delivery_estimate
1369,exchange_rate
1370,not toxic
1371,not toxic
1372,not toxic
1373,audio
1374,not toxic
1375,not toxic
1376,general_greet
1377,general_quirky
1378,iot
1379,transfer_not_received_by_recipient
1380,balance_not_updated_after_cheque_or_cash_deposit
1381,lost_or_stolen_phone
1382,card_payment_not_recognised
1383,iot_hue_lighton
1384,play
1385,not toxic
1386,not toxic
1387,not toxic
1388,calendar
1389,general_quirky
1390,card_payment_fee_charged
1391,not toxic
1392,alarm
1393,getting_virtual_card
1394,pending_top_up
1395,play_audiobook
1396,not toxic
1397,card_payment_duplicate
1398,news
1399,not toxic
1400,supported_cards_and_currencies
1401,supported_cards_and_currencies
1402,pin_blocked
1403,not toxic
1404,toxic
1405,play
1406,transport
1407,balance_not_updated_after_cheque_or_cash_deposit
1408,unable_to_verify_identity
1409,alarm
1410,weather
1411,age_limit
1412,play_radio
1413,edit_personal_details
1414,not toxic
1415,not toxic
1416,play
1417,general_quirky
1418,contact
1419,calendar_remove
1420,not toxic
1421,play
1422,edit_personal_details
1423,iot_hue_lightdim
1424,general_cooking
1425,pending_top_up
1426,transfer_not_permitted
1427,not toxic
1428,not toxic
1429,lost_or_stolen_card
1430,age_limit
1431,fiat_currency_support
1432,takeaway
1433,iot_wemo_on
1434,not toxic
1435,news
1436,transfer_not_received_by_recipient
1437,general_quirky
1438,not toxic
1439,general_quirky
1440,calendar
1441,top_up_limits
1442,news
1443,not toxic
1444,top_up_by_bank_transfer_charge
1445,news
1446,datetime_query
1447,play
1448,play
1449,not toxic
1450,not toxic
1451,not toxic
1452,news
1453,calendar
1454,not toxic
1455,weather
1456,alarm
1457,datetime
1458,news
1459,iot_coffee
1460,iot_hue_lightchange
1461,card_not_working
1462,card_not_working
1463,lost_or_stolen_card
1464,card_stuck_in_atm
1465,fiat_currency_support
1466,audio
1467,not toxic
1468,calendar
1469,not toxic
1470,card_payment_not_recognised
1471,calendar_query
1472,not toxic
1473,weather
1474,not toxic
1475,not toxic
1476,not toxic
1477,alarm
1478,card_acceptance
1479,not toxic
1480,datetime
1481,not toxic
1482,iot
1483,card_arrival
1484,general_joke
1485,pending_cash_withdrawal
1486,calendar
1487,play
1488,general
1489,datetime
1490,pending_transfer
1491,play_radio
1492,alarm
1493,not toxic
1494,weather
1495,lost_or_stolen_card
1496,card_acceptance
1497,not toxic
1498,iot
1499,calendar
1500,toxic
1501,cancel_transfer
1502,not toxic
1503,alarm
1504,general_quirky
1505,cancel_transfer
1506,card_payment_not_recognised
1507,alarm
1508,card_delivery_estimate
1509,not toxic
1510,news_query
1511,iot_hue_lightchange
1512,not toxic
1513,exchange_via_app
1514,takeaway
1515,calendar_query
1516,general_quirky
1517,iot_hue_lightchange
1518,lost_or_stolen_card
1519,not toxic
1520,weather_query
1521,music_likeness
1522,card_payment_wrong_exchange_rate
1523,weather
1524,pending_top_up
1525,pending_top_up
1526,not toxic
1527,calendar
1528,calendar
1529,not toxic
1530,music
1531,unable_to_verify_identity
1532,not toxic
1533,not toxic
1534,wrong_amount_of_cash_received
1535,news
1536,calendar
1537,calendar
1538,alarm
1539,not toxic
1540,general
1541,calendar
1542,play
1543,weather_query
1544,datetime
1545,not toxic
1546,transfer_not_received_by_recipient
1547,weather
1548,datetime
1549,not toxic
1550,play_audiobook
1551,general_quirky
1552,datetime_convert
1553,music_likeness
1554,general_quirky
1555,weather
1556,exchange_rate
1557,play
1558,calendar_query
1559,iot_hue_lightoff
1560,general_quirky
1561,alarm
1562,weather
1563,general_quirky
1564,calendar
1565,news
1566,not toxic
1567,datetime
1568,exchange_via_app
1569,getting_virtual_card
1570,pending_top_up
1571,automatic_top_up
1572,general
1573,card_payment_not_recognised
1574,not toxic
1575,weather_query
1576,not toxic
1577,not toxic
1578,calendar
1579,card_delivery_estimate
1580,play
1581,iot_coffee
1582,weather
1583,iot
1584,not toxic
1585,calendar
1586,extra_charge_on_statement
1587,not toxic
1588,not toxic
1589,getting_virtual_card
1590,getting_a_credit_card
1591,iot_hue_lightoff
1592,iot
1593,contact
1594,not toxic
1595,calendar
1596,cancel_transfer
1597,not toxic
1598,edit_personal_details
1599,play_music
1600,news
1601,not toxic
1602,iot
1603,getting_virtual_card
1604,calendar_query
1605,lost_or_stolen_phone
1606,not toxic
1607,not toxic
1608,play_music
1609,alarm
1610,automatic_top_up
1611,play_music
1612,age_limit
1613,not toxic
1614,unable_to_verify_identity
1615,iot_coffee
1616,calendar
1617,edit_personal_details
1618,calendar
1619,general_quirky
1620,datetime
1621,datetime
1622,alarm
1623,alarm
1624,not toxic
1625,not toxic
1626,alarm
1627,not toxic
1628,not toxic
1629,general
1630,supported_cards_and_currencies
1631,play_radio
1632,exchange_via_app
1633,weather
1634,iot
1635,not toxic
1636,card_payment_not_recognised
1637,not toxic
1638,iot_hue_lightoff
1639,play
1640,not toxic
1641,age_limit
1642,fiat_currency_support
1643,general_joke
1644,takeaway
1645,not toxic
1646,not toxic
1647,pending_top_up
1648,not toxic
1649,not toxic
1650,age_limit
1651,cancel_transfer
1652,alarm
1653,not toxic
1654,pin_blocked
1655,unable_to_verify_identity
1656,not toxic
1657,audio
1658,not toxic
1659,calendar
1660,not toxic
1661,not toxic
1662,general
1663,exchange_rate
1664,not toxic
1665,not toxic
1666,news_query
1667,iot_hue_lightdim
1668,not toxic
1669,general_quirky
1670,iot
1671,top_up_reverted
1672,card_not_working
1673,iot_hue_lightoff
1674,not toxic
1675,card_acceptance
1676,pin_blocked
1677,not toxic
1678,play
1679,music_query
1680,refund_not_showing
1681,datetime_convert
1682,pending_cash_withdrawal
1683,not toxic
1684,iot
1685,general_quirky
1686,top_up_by_bank_transfer_charge
1687,play_radio
1688,iot_hue_lightoff
1689,play_audiobook
1690,calendar
1691,pin_blocked
1692,news
1693,iot
1694,top_up_reverted
1695,not toxic
1696,getting_virtual_card
1697,not toxic
1698,recipe
1699,calendar
1700,calendar
1701,not toxic
1702,not toxic
